Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
E. Nketiah,Arsenal,CF,21,20000000,2022-06-30,356,"England, Ghana",right,178,70,no,4.8,42.11,4.8,31.58,0.35,1.74,1.77,0.2,1.52,50,16.667,0,2.53,50,5.31,0.51,15.42,0.76,15.42,77.05,2.78,63.64,5.56,2.02,14.92,0,12.61,0.1,1.01,0,0,0.76,33.33,0.51,0,0.25,100
Joelinton,Newcastle United,"CF, LW",24,20000000,2025-06-30,854,Brazil,right,186,81,no,4.22,47.5,8.75,43.37,0.11,2.83,1.26,0.18,1.58,40,6.667,20,3.79,38.89,2.11,1.9,14.02,2,26.14,77.42,5.59,58.49,7.27,6.96,24.98,0.63,13.77,0.07,0.42,2.42,73.91,0.74,71.43,0.84,0.21,3.27,54.84
Ayoze Pérez,Leicester City,"RAMF, AMF, RW",27,20000000,2023-06-30,475,Spain,right,178,72,no,8.15,51.16,3.79,15,0.62,4.95,1.89,0.2,2.08,27.27,9.091,71.43,3.22,52.94,4.36,1.14,25.2,0.95,32.21,80.59,9.85,61.54,9.09,5.87,30.32,0.57,13.35,0.13,1.14,4.36,60.87,3.22,58.82,2.46,0.95,4.55,87.5
D. Lukebakio,Hertha BSC,"CF, RAMF",23,19000000,2024-06-30,994,"Belgium, Congo DR",left,187,77,no,3.44,50,2.26,16,0.48,3.35,1.27,0.23,1.54,52.94,17.647,31.25,4.8,45.28,2.9,1.63,18.83,1.9,24.18,80.9,4.07,68.89,7.88,7.97,21.82,1,18.32,0.06,0.72,1.18,84.62,1.36,60,0.54,0.54,2.44,62.96
L. Suárez,Atlético Madrid,CF,33,18000000,2022-06-30,689,Uruguay,right,182,83,no,1.57,50,2.61,55,0,1.11,0.39,0.43,3.92,36.67,23.333,50,1.83,42.86,4.83,0.78,16.33,1.31,19.99,79.74,4.18,75,4.18,5.49,18.94,0.78,13.78,0.08,0.91,1.18,55.56,1.7,69.23,1.57,0.13,1.04,62.5
A. Haidara,RB Leipzig,"RAMF, LDMF, RWB",22,18000000,2023-06-30,740,Mali,right,175,72,no,5.47,60,3.89,46.88,0.51,7.16,1.09,0.13,1.22,30,10,28.57,2.92,54.17,2.55,0.85,31.99,1.7,42.32,82.47,11.55,76.84,10.46,11.19,37.82,2.8,16.7,0.11,1.09,5.23,74.42,2.43,60,0.97,0.49,6.32,67.31
M. Barrow,Bologna,"LAMF, LW",22,18000000,2023-06-30,1155,Gambia,right,184,76,yes,3.66,46.81,2.57,27.27,0.21,3.32,0.39,0.35,2.96,44.74,7.895,42.31,5.38,33.33,2.65,2.65,24.94,1.64,31.71,79.85,9.27,74.79,5.84,11.22,26.73,3.19,19.38,0.16,1.71,3.82,67.35,3.19,63.41,1.4,0.94,5.84,77.33
N. Redmond,Southampton,LW,26,18000000,2023-06-30,445,"England, Republic of Ireland",right,173,75,no,6.88,58.82,0.81,25,0.34,3.03,1.21,0.26,2.22,27.27,9.091,0,7.28,52.78,2.83,3.24,26.09,0.61,37.82,80.21,8.29,70.73,10.92,12.94,34.18,1.42,17.64,0.04,0.2,2.83,78.57,5.26,53.85,2.83,0,5.66,82.14
D. Mertens,Napoli,"CF, AMF",33,18000000,2022-06-30,757,Belgium,right,169,61,no,5.35,53.33,0.48,50,0.16,1.8,0.95,0.34,3.45,48.28,13.793,40,2.5,42.86,6.06,1.07,27.23,1.19,33.05,78.42,8.8,71.62,7.01,10.94,28.18,2.14,17.38,0.33,2.73,3.92,63.64,4.04,58.82,2.26,1.19,5.35,88.89
E. Eze,Crystal Palace,LW,22,18000000,2025-06-30,980,"England, Nigeria",right,173,67,no,3.77,68.29,1.1,33.33,0.12,4.76,0.46,0.08,1.38,40,6.667,20,6.61,66.67,1.93,3.49,27.46,0.83,37.19,84.69,10.19,77.48,7.71,10.19,34.71,1.29,16.08,0.11,1.56,4.04,79.55,2.39,53.85,1.56,0,4.96,79.63
Raphinha,Leeds United,"RW, LW",24,18000000,2024-06-30,1141,"Brazil, Italy",left,176,58,no,5.28,47.76,2.29,27.59,0,5.04,0.87,0.27,2.84,30.56,5.556,46.43,6.31,53.75,3.47,2.21,23.74,2.45,30.6,72.42,7.73,60.2,5.84,11.83,26.42,2.05,19.19,0.25,1.66,3.31,69.05,3.23,68.29,1.66,1.18,7.49,75.79
Pablo Fornals,West Ham United,"LW, LAMF, LWF",24,18000000,2024-06-30,1155,Spain,right,178,67,no,5.38,62.32,1.95,44,0.31,2.81,0.62,0.3,1.48,31.58,10.526,38.1,1.56,25,2.1,1.01,20.03,0.94,28.36,79.12,6.7,62.79,7.09,9.51,25.17,1.56,18.29,0.03,0.31,3.12,70,2.1,66.67,0.94,0.7,4.52,70.69
C. Kouamé,Fiorentina,"CF, RAMF",23,17500000,2024-06-30,488,"Côte d'Ivoire, Italy",right,185,70,no,3.69,40,4.8,53.85,0,1.81,1.84,0.41,1.66,66.67,11.111,66.67,2.21,50,3.69,0.18,14.39,1.84,20.29,80.91,2.77,60,6.09,6.09,19.36,0.37,12.51,0.1,0.74,1.29,71.43,1.29,57.14,0.37,0.37,1.29,57.14
Gonçalo Guedes,Valencia,"LW, CF",24,17500000,2023-06-30,916,Portugal,right,179,70,no,5.11,48.08,0.88,22.22,0.11,2.67,0.98,0.1,1.67,35.29,5.882,27.78,7.07,56.94,2.26,3.14,13.95,0.98,23.29,71.73,6.19,66.67,4.03,8.94,18.96,2.65,19.75,0.1,0.49,2.36,70.83,2.36,62.5,1.18,0.39,4.22,62.79
J. Córdoba,Hertha BSC,CF,27,16000000,2024-06-30,492,Colombia,right,188,85,no,2.01,45.45,5.67,29.03,0.25,2.5,2.38,0.37,2.93,31.25,18.75,0,2.01,81.82,4.94,0.73,8.05,1.46,12.62,73.91,1.28,85.71,4.39,4.02,10.98,0.91,18.05,0.07,0.55,1.46,75,0.37,50,0.55,0,1.1,50
Portu,Real Sociedad,"RW, RWF, LW",28,16000000,2024-06-30,1022,Spain,right,167,66,no,5.72,47.69,2.38,37.04,0.13,3.12,1.41,0.16,0.97,36.36,36.364,26.47,1.85,57.14,4.49,1.94,13.65,1.85,19.29,67.58,3.7,54.76,4.14,6.25,15.76,0.53,16.54,0.23,1.06,1.14,46.15,2.29,42.31,1.5,0.7,2.38,74.07
D. Vlahović,Fiorentina,CF,20,16000000,2023-06-30,900,Serbia,left,190,75,no,1.2,33.33,8.4,33.33,0.13,0.93,1.8,0.58,2.6,34.62,15.385,10,3.4,47.06,4.6,1.1,12.4,2.1,17.6,75.57,2.6,53.85,5.4,5.2,16,0.6,13.28,0.03,0.4,1.1,45.45,1.2,33.33,0.9,0.2,1.4,50
B. Embolo,Borussia M'gladbach,"CF, AMF",23,16000000,2023-06-30,776,"Cameroon, Switzerland",right,187,88,no,3.94,50,5.1,31.82,0.46,2.31,2.2,0.52,2.44,47.62,9.524,12.5,6.26,66.67,4.29,2.55,14.61,2.32,22.85,79.7,3.25,60.71,5.34,6.38,21.57,0.35,14.87,0.04,0.58,1.04,66.67,0.81,85.71,1.04,0.12,1.39,75
A. Sánchez,Internazionale,"CF, AMF",32,16000000,2023-06-30,572,Chile,right,168,62,no,6.77,39.53,1.57,30,0.58,2.53,1.42,0.5,2.05,53.85,15.385,88.89,3.3,47.62,4.09,0.79,28.95,1.73,35.87,85.53,6.77,65.12,7.4,13.85,30.68,3.78,17.86,0.39,1.73,4.41,64.29,2.67,70.59,2.83,0.94,4.72,70
M. Almirón,Newcastle United,"LW, LCMF3, RW",26,16000000,2024-06-30,802,Paraguay,left,174,70,no,7.18,50,0.34,33.33,0.35,3.39,0.56,0.09,0.9,62.5,12.5,37.5,2.81,40,1.91,1.91,23,1.46,32.43,84.08,7.18,70.31,9.2,9.65,28.95,1.68,16.7,0.1,0.79,2.81,76,2.24,60,0.9,0.67,4.38,71.79
N. González,Stuttgart,"CF, LWB, LAMF",22,16000000,,461,Argentina,left,180,72,no,2.15,36.36,6.05,54.84,0.5,3.75,1.37,0.8,4.3,22.73,18.182,0,5.08,53.85,4.49,2.15,13.08,1.95,17.77,70.33,4.69,50,5.08,5.27,16.01,0.59,18.81,0.09,0.98,1.95,80,1.76,44.44,0.98,0,3.32,52.94
J. Vardy,Leicester City,CF,33,16000000,2023-06-30,1259,England,right,179,74,no,1.64,56.52,4.36,40.98,0.19,1.95,0.64,0.81,2.43,52.94,32.353,10,2.36,39.39,4.07,1.22,9.58,2.22,10.44,64.38,1.79,40,2.36,3.22,9.36,0.36,15.4,0.08,0.71,0.93,38.46,0.86,66.67,1,0.07,0.5,71.43
S. Guirassy,Rennes,CF,24,15000000,2025-06-30,816,"France, Guinea",right,187,82,no,2.1,42.11,6.29,36.84,0.16,1.97,1.76,0.31,1.76,37.5,18.75,33.33,2.32,23.81,3.09,0.66,12.68,1.54,18.86,84.8,3.09,67.86,5.74,5.96,17.65,0.88,17.03,0.12,0.77,2.21,75,0.66,83.33,0.66,0.11,1.32,83.33
T. Lemar,Atlético Madrid,LW,25,15000000,2023-06-30,508,"Guadeloupe, France",left,171,66,no,6.73,50,1.06,50,0.47,4.22,1.24,0.13,1.95,36.36,9.091,28.57,5.85,60.61,1.95,1.77,38.44,1.95,49.07,83.75,12.58,77.46,9.74,16.83,44.11,2.66,17.62,0.16,1.06,6.56,86.49,3.01,70.59,1.59,0.71,6.38,72.22
J. Iličić,Atalanta,"CF, AMF, RWF",32,15000000,2022-06-30,448,"Slovenia, Croatia",left,190,79,no,2.21,9.09,0.6,33.33,0.25,1.49,1,0.15,2.41,33.33,8.333,44.44,8.84,52.27,5.22,2.61,39.58,1.61,50.02,76.71,13.06,70.77,7.43,19.89,43.39,3.21,18.12,0.29,2.01,8.24,75.61,6.43,56.25,3.42,1.61,8.84,90.91
A. Saelemaekers,Milan,"RAMF, RW",21,15000000,2024-06-30,890,Belgium,right,180,72,no,9.71,52.08,1.11,9.09,0.39,3.73,1.82,0.21,1.21,25,16.667,32.14,4.35,51.16,3.13,1.42,26.19,1.52,34.79,76.45,6.47,59.38,10.62,9.3,31.45,0.61,14.2,0.21,1.52,2.33,60.87,3.13,38.71,1.31,0.91,4.04,65
G. Simeone,Cagliari,CF,25,15000000,2024-06-30,823,"Spain, Argentina",right,181,81,no,3.39,54.84,4.7,13.95,0.72,2.27,0.66,0.42,1.97,33.33,27.778,0,0.98,77.78,4.05,0.33,10.17,1.2,16.62,86.18,2.3,61.9,5.47,4.7,16.51,0.11,12.97,0.01,0.33,0.98,88.89,0.11,100,0.66,0,1.09,70
Willian,Arsenal,"RWF, AMF, RAMF",32,15000000,2023-06-30,928,Brazil,right,175,77,no,3.01,45.16,1.55,25,0.13,3.42,0.39,0.13,0.87,11.11,0,24.24,3.39,54.29,2.04,2.23,29.19,1.55,39.96,85.44,6.11,82.54,12.03,14.45,35.2,1.75,17.18,0.14,0.97,2.62,92.59,3.88,47.5,1.45,0.58,4.17,74.42
J. Mateta,Mainz 05,CF,23,15000000,2023-06-30,1016,"France, Congo DR",right,192,88,no,1.77,50,5.67,42.19,0.09,1.39,0.71,0.62,2.3,50,26.923,0,3.37,39.47,3.63,0.8,11.25,1.51,18.25,77.18,3.19,58.33,6.56,3.99,17.72,0,12.85,0.12,1.06,0.97,54.55,0.71,50,0.8,0,0.8,66.67
Santi Mina,Celta de Vigo,CF,25,15000000,2024-06-30,664,Spain,right,181,77,no,5.02,70.27,4.61,41.18,0.96,1.73,2.17,0.25,1.08,75,12.5,0,2.17,50,2.44,0.68,12.33,1.22,19.52,82.64,3.25,75,6.37,4.61,18.16,0.95,13.81,0.1,0.41,1.76,84.62,0,0,0.68,0,1.36,90
A. Gouiri,Nice,"CF, LW, LWF",20,15000000,2024-06-30,1279,"France, Algeria",right,180,72,no,4.43,41.27,1.9,29.63,0,3.58,1.9,0.49,2.6,48.65,13.514,33.33,5.63,51.25,4.29,2.53,24.84,1.48,33.35,82.91,5.35,61.84,9.57,11.33,31.17,0.91,16.38,0.13,1.48,1.97,75,2.46,60,1.69,0.42,2.74,87.18
A. Petagna,Napoli,CF,25,15000000,2024-06-30,537,Italy,left,188,85,no,3.35,30,5.53,33.33,0,2.21,1.34,0.32,1.34,75,37.5,0,1.84,36.36,5.36,1.34,9.89,1.17,15.42,83.7,2.51,73.33,5.7,4.53,14.58,0.67,15.38,0.15,1.01,0.5,66.67,1.01,83.33,1.34,0,1.01,83.33
C. Adams,Southampton,CF,24,15000000,2024-06-30,1351,"England, Antigua and Barbuda",right,175,70,no,3.33,54,6,26.67,0.2,2.15,1.07,0.36,1.67,52,16,25,2.53,39.47,2.8,0.73,12.79,1.13,18.92,73.24,4,58.33,4.6,6.06,17.45,1.2,16.31,0.15,0.67,2.53,65.79,1.53,47.83,0.87,0.07,2.33,77.14
O. McBurnie,Sheffield United,CF,24,15000000,2023-06-30,892,Scotland,right,188,74,no,3.23,43.75,17.76,47.16,0.44,2.62,1.41,0.28,2.22,45.45,4.545,20,1.31,76.92,3.53,0.5,11.4,1.41,18.87,75.4,4.84,62.5,3.33,4.24,18.06,0.3,13.62,0.03,0.4,2.02,60,1.21,58.33,1.41,0.1,1.82,77.78
R. Brewster,Sheffield United,CF,20,15000000,2025-06-30,522,England,right,177,76,no,3.79,36.36,5.34,19.35,0.18,1.6,1.55,0.25,1.38,25,0,0,1.72,30,1.38,0.34,8.62,0.34,13.62,72.15,2.93,52.94,3.62,3.45,12.24,0.86,16.17,0.06,0.34,1.21,42.86,0.86,20,0.34,0,1.38,62.5
J. Brekalo,Wolfsburg,"LAMF, RAMF, LWF",22,15000000,2023-06-30,988,Croatia,right,175,70,no,4.55,52,0.82,11.11,0,2.42,0.64,0.2,2.82,35.48,6.452,36.84,5.83,48.44,2.91,4.01,28.79,1.46,37.17,79.17,7.11,62.82,9.02,14.12,34.16,1.28,18.03,0.19,1.28,3.37,72.97,2.19,62.5,1.82,0.64,4.65,68.63
P. Bamford,Leeds United,CF,27,15000000,2022-06-30,1352,"England, Republic of Ireland",left,185,71,no,3.26,44.9,2.53,42.11,0.21,2.95,0.93,0.76,3.39,47.06,19.608,66.67,1.4,47.62,4.66,0.2,9.92,1.4,11.65,74.29,2.53,55.26,3.33,3.06,11.38,0.07,11.77,0.03,0.27,0.47,42.86,0.6,44.44,0.33,0.13,0.4,50
J. Hofmann,Borussia M'gladbach,"RAMF, RDMF, LWF",28,14000000,2023-06-30,600,Germany,right,176,73,no,7.8,44.23,1.05,28.57,0.19,7.26,1.05,0.37,1.35,55.56,22.222,30,2.1,42.86,2.55,1.95,27.9,1.05,39.15,81.99,9.45,65.08,10.05,12.6,33.45,4.2,19.44,0.32,2.4,4.65,58.06,1.5,40,0.6,0.45,4.2,67.86
R. Skov,Hoffenheim,"RAMF, LWB, LB5",24,14000000,2024-06-30,595,Denmark,left,185,81,no,6.2,58.54,1.66,18.18,0.53,4.62,0.76,0.08,1.66,27.27,0,36.36,3.48,43.48,1.51,2.27,23.45,2.12,31.92,72.04,9.23,55.74,5.6,11.5,24.35,4.24,19.78,0.2,1.82,4.39,58.62,3.03,45,0.3,1.21,6.35,69.05
A. Delort,Montpellier,CF,29,13000000,2023-06-30,1276,Algeria,right,181,83,no,3.17,40,9.59,51.47,0,2.05,2.05,0.33,2.96,45.24,19.048,45.28,3.88,50.91,3.81,1.27,17.28,3.1,24.9,69.12,5.64,58.75,6.28,8.11,19.82,1.34,19.29,0.22,1.62,2.33,72.73,3.81,50,0.99,1.69,4.23,76.67
Y. Yazıcı,Lille,CF,23,13000000,2024-06-30,545,Turkey,left,178,74,no,5.28,50,1.98,33.33,1.09,1.53,1.16,0.32,3.47,52.38,23.81,57.14,1.98,50,4.29,0.83,31.38,1.49,35.83,78.8,8.26,70,7.27,10.9,32.86,1.98,15.81,0.36,2.64,3.8,73.91,4.46,51.85,3.47,0.33,4.46,85.19
K. Toko Ekambi,Olympique Lyonnais,"LWF, LW, CF",28,13000000,2024-06-30,1239,Cameroon,right,185,74,no,3.05,50,2.91,27.5,0,2.51,0.65,0.56,2.54,48.57,25.714,27.59,4.29,64.41,5.38,2.76,22.23,2.03,26.95,80.59,4.65,62.5,8.21,8.93,23.97,1.02,18.1,0.18,1.23,1.53,66.67,2.69,59.46,1.45,0.58,3.49,77.08
R. Vargas,Augsburg,LW,22,13000000,2024-06-30,793,"Switzerland, Dominican Republic",right,177,68,no,5.67,60,2.16,36.84,0,3.95,1.25,0.18,1.48,30.77,23.077,22.22,5.45,50,2.04,2.84,17.82,1.48,27.92,76.83,7.15,58.73,7.26,7.49,24.85,2.27,18.63,0.09,0.91,3.63,68.75,1.48,61.54,0.91,0.11,4.99,65.91
S. Verdi,Torino,"CF, AMF",28,13000000,2023-06-30,588,Italy,both,174,72,no,3.67,41.67,0.92,0,0.34,1.9,1.68,0.32,2.14,50,7.143,30.77,4.74,45.16,3.06,1.53,17.76,1.84,26.79,78.29,4.13,59.26,7.19,10.87,22.19,2.6,17.39,0.16,1.99,2.45,56.25,2.45,37.5,1.07,1.07,3.52,52.17
M. Djénépo,Southampton,LW,22,13000000,2023-06-30,618,Mali,right,177,65,no,9.9,42.65,2.62,27.78,1.58,4.06,2.77,0.08,1.17,25,12.5,0,7.57,44.23,2.62,2.33,20.97,1.17,28.83,77.27,5.83,65,8.45,7.57,26.5,1.46,14.48,0.18,0.87,2.48,76.47,1.6,72.73,1.17,0,2.62,44.44
B. Traoré,Aston Villa,"RAMF, RW, RWF",25,13000000,2022-06-30,488,Burkina Faso,left,181,73,no,4.61,40,3.14,41.18,0.3,3.3,1.29,0.43,2.95,43.75,12.5,25,7.01,57.89,4.06,2.4,25.08,1.29,33.75,82.51,5.16,78.57,9.22,12.91,27.85,2.95,22.05,0.29,1.48,2.03,81.82,2.77,46.67,0.74,0.92,3.69,75
Matheus Pereira,West Bromwich Albion,"RW, AMF",24,13000000,2024-06-30,849,"Brazil, Portugal",left,175,74,no,5.83,56.36,0.95,44.44,0.47,4.47,1.38,0.08,1.8,23.53,5.882,50,5.51,32.69,1.48,1.8,21.2,1.48,31.7,79.26,9.33,73.86,6.04,10.28,28.2,2.54,17.89,0.2,2.01,4.13,64.1,2.33,63.64,1.59,0.53,5.19,83.67
A. Cornelius,Parma,CF,27,12000000,2021-06-30,647,Denmark,left,193,91,no,1.81,53.85,9.6,55.07,0,0.92,1.53,0.11,1.11,50,0,33.33,2.36,47.06,2.64,0.28,9.04,2.64,16.41,75.42,2.5,61.11,4.87,5.29,15.16,0.83,14.86,0.07,0.42,2.5,77.78,0.42,33.33,0.14,0.14,1.53,45.45
L. de Jong,Sevilla,CF,30,12000000,2023-06-30,638,"Switzerland, Netherlands",right,188,86,no,2.12,26.67,9.87,47.14,0,3.31,1.41,0.26,1.41,60,20,0,1.13,62.5,3.53,0.42,14.25,2.26,20.74,76.19,3.53,64,5.64,6.35,19.89,0.56,14.18,0.09,0.85,1.41,40,0.28,100,0.71,0,1.41,50
Y. En-Nesyri,Sevilla,"CF, LWF",23,12000000,2025-06-30,711,Morocco,left,189,73,no,2.66,61.9,9.62,52.63,0.24,2.36,0.51,0.35,2.15,41.18,23.529,33.33,2.15,52.94,4.05,0.51,9.75,2.41,11.39,74.44,1.27,60,4.18,3.54,10.89,0.38,16.83,0,0.13,0.51,75,0,0,0,0,1.27,40
D. Benedetto,Olympique Marseille,CF,30,12000000,2023-06-30,998,"Argentina, Mexico",right,177,75,no,2.16,33.33,5.95,33.33,0.52,2.48,1.08,0.41,2.16,41.67,12.5,25,1.44,43.75,3.79,0.72,12.17,1.62,14.88,71.52,2.43,59.26,4.78,4.33,12.9,1.35,15.11,0.13,0.72,0.99,72.73,0.63,71.43,0.63,0.18,1.17,69.23
H. Diallo,Strasbourg,"CF, RAMF",25,12000000,2025-06-30,1024,Senegal,right,186,79,no,2.2,56,8.53,41.24,0.22,2.15,0.7,0.41,1.93,45.45,22.727,14.29,2.2,36,2.72,0.7,10.72,2.29,15.82,68.89,2.99,61.76,4.13,5.01,13.97,1.41,16.49,0.08,0.53,2.02,65.22,1.49,76.47,1.49,0.18,2.29,76.92
D. Bouanga,Saint-Étienne,"LW, CF, RW",26,12000000,2023-06-30,1287,Gabon,right,180,71,no,6.85,52.04,5.03,31.94,0.58,4.47,1.96,0.44,2.66,42.11,7.895,22.86,6.78,40.21,4.2,2.45,14.27,2.1,19.09,67.77,5.17,59.46,4.13,5.73,15.31,1.4,18.8,0.03,0.49,1.4,50,2.31,30.3,0.42,0.63,2.52,69.44
R. Inglese,Parma,CF,29,12000000,2024-06-30,466,Italy,right,186,85,no,4.83,56,3.28,35.29,0.37,2.59,2.7,0.13,0.77,50,0,0,2.9,46.67,1.16,0.39,9.46,2.7,15.45,63.75,4.25,45.45,4.25,4.25,13.52,0.77,14.2,0.07,0.19,2.51,30.77,0.97,20,0.39,0,2.32,58.33
M. Niang,Rennes,CF,26,12000000,2023-06-30,415,"France, Senegal",right,188,83,no,2.82,46.15,7.59,25.71,0,1.89,2.6,0.27,1.73,25,12.5,0,2.17,40,4.55,0,10.84,0.65,13.88,75,0.65,33.33,5.64,2.6,13.45,0.22,11.78,0.03,0.22,0.87,50,0.22,0,0.43,0,0.43,100
M. Terrier,Rennes,"LW, CF, LWF",23,12000000,2025-06-30,804,France,right,184,73,no,5.49,59.18,3.58,40.63,0.33,2.93,1.12,0.2,2.35,23.81,9.524,40,4.03,47.22,3.58,3.02,22.72,1.23,28.54,81.18,5.49,77.55,7.95,10.07,26.08,0.9,16.93,0.1,1.23,2.24,75,2.24,60,1.79,0.67,4.03,77.78
K. Bellarabi,Bayer Leverkusen,"RAMF, RWF, RW",30,12000000,2023-06-30,388,"Germany, Morocco",right,184,80,no,6.96,50,0.93,25,0.36,3.93,2.32,0.21,2.32,30,0,17.86,4.87,57.14,4.18,3.25,25.75,2.32,34.1,74.15,7.65,72.73,8.35,11.6,26.44,1.16,17.37,0.11,1.16,1.86,87.5,5.57,29.17,0.93,1.39,5.57,62.5
L. Blas,Nantes,"CF, RW, AMF",22,12000000,2024-06-30,1277,"France, Martinique",left,180,70,no,5,54.93,1.97,14.29,0.16,2.06,1.34,0.19,2.11,30,16.667,33.33,6.84,42.27,3.03,2.26,21.28,0.7,28.26,82.29,7.19,63.73,5.29,10.15,25.09,2.26,19.26,0.04,0.63,3.66,61.54,1.13,31.25,0.42,0.42,2.54,83.33
M. Antonio,West Ham United,CF,30,12000000,2021-06-30,549,"England, Jamaica",right,180,82,no,3.11,68.42,5.9,38.89,0.17,2.01,1.64,0.52,2.79,58.82,17.647,40,6.72,48.78,4.59,1.48,10.49,2.3,14.75,72.22,3.61,50,2.3,4.59,12.79,0.33,16.18,0.08,0.98,1.15,57.14,1.31,50,0.33,0.66,0.82,80
M. Batshuayi,Crystal Palace,CF,27,12000000,2022-06-30,470,"Belgium, Congo DR",right,184,86,yes,3.06,43.75,3.45,27.78,0.24,3.41,0.77,0.11,1.15,50,0,40,2.87,46.67,2.49,0.77,8.23,0.38,13.4,65.71,2.3,66.67,3.64,3.64,12.26,0.19,12.01,0.2,0.77,1.53,62.5,0.77,50,0.96,0.38,1.72,22.22
C. Wood,Burnley,CF,29,12000000,2023-06-30,1267,New Zealand,right,191,95,no,2.13,56.67,9.31,35.11,0,1.21,1.07,0.38,1.7,62.5,12.5,0,0.64,55.56,3.13,0.21,9.66,2.63,14.78,77.88,1.92,48.15,5.19,3.98,14.42,0.21,13.27,0.03,0.57,0.99,50,0.43,50,0.5,0,0.43,50
Hélder Costa,Leeds United,"RW, LW",26,12000000,2024-06-30,710,"Angola, Portugal",left,179,77,no,7.1,50,1.77,7.14,0.19,3.68,1.27,0.15,1.14,44.44,22.222,23.53,6.21,53.06,2.92,2.66,19.9,2.03,26.75,80.09,6.59,69.23,7.73,6.97,24.34,0.25,16.68,0.1,0.76,1.65,53.85,2.92,52.17,1.77,0.38,4.18,78.79
G. Diangana,West Bromwich Albion,"LW, CF",22,12000000,2025-06-30,999,"England, Congo DR",left,181,73,no,8.11,57.78,3.24,36.11,0.09,4.14,0.81,0.06,0.9,30,10,6.67,6.13,45.59,1.98,1.62,14.77,0.9,22.07,80,5.59,77.42,6.4,4.41,20.18,0.54,16.21,0,0.27,1.71,68.42,1.44,43.75,0.72,0.18,3.24,63.89
Ander Barrenetxea,Real Sociedad,"LW, RAMF, LAMF",18,11000000,2025-06-30,666,Spain,right,175,74,no,6.76,44,1.76,15.38,0.63,5.49,2.84,0.07,1.22,44.44,11.111,20,6.35,51.06,2.03,3.92,16.62,2.03,23.78,75,4.05,76.67,5.81,8.11,20.68,1.08,15.31,0.07,0.68,2.57,73.68,2.3,41.18,1.22,0.54,2.97,63.64
Brais Méndez,Celta de Vigo,"RAMF, RW, RCMF3",23,11000000,2024-06-30,830,Spain,left,187,76,no,9,49.4,5.1,25.53,1.79,5.38,2.28,0.22,1.63,46.67,20,50,2.06,36.84,2.17,1.52,27.43,1.41,36,79.82,11.17,65.05,8.02,10.52,31.88,3.25,15.81,0.09,0.76,4.99,58.7,2.06,68.42,1.3,0.54,5.42,78
B. Touré,Reims,CF,19,11000000,2024-06-30,765,"Côte d'Ivoire, Mali",right,185,79,no,5.65,43.75,13.41,40.35,0.36,1.46,3.06,0.18,0.82,71.43,28.571,0,1.76,46.67,2.12,0.71,8.12,2,14,81.51,2.35,65,5.53,2.35,13.65,0.24,12.63,0.03,0.35,0.94,75,0.35,66.67,0.35,0,0.94,50
Rubén García,Osasuna,"RW, CF, LW",27,10000000,2024-06-30,1233,Spain,right,171,72,no,6.72,52.17,3.65,40,0.43,3.77,1.61,0.12,0.88,50,25,44.12,2.7,43.24,1.31,1.09,19.05,2.48,30.15,68.04,8.18,54.46,4.89,12.48,24.74,3.14,19.21,0.14,1.31,4.16,56.14,3.72,39.22,0.95,0.8,5.04,71.01
Álex Berenguer,Athletic Bilbao,"LAMF, LW, AMF",25,10000000,2024-06-30,1022,Spain,right,175,73,no,7.84,49.44,2.29,34.62,0.47,4.8,1.59,0.14,1.85,38.1,9.524,23.53,5.64,45.31,2.47,2.82,20.87,1.14,29.59,75.6,7.31,73.49,8.37,7.66,25.63,1.23,16.29,0.09,0.97,1.59,66.67,3.96,53.33,1.94,0.79,4.67,75.47
Rony Lopes,Nice,"RWF, RW, CF",24,10000000,2024-06-30,935,"Brazil, Portugal",left,174,68,yes,4.81,60,1.54,12.5,0.38,2.42,1.06,0.2,2.02,38.1,4.762,28.57,5.49,52.63,2.41,2.7,23.2,1.93,32.34,80.06,7.89,64.63,8.86,9.14,29.74,1.25,15.89,0.22,1.54,3.75,74.36,2.6,40.74,0.87,0.39,3.56,81.08
G. Laborde,Montpellier,"CF, RW, RWF",26,10000000,2022-06-30,1551,France,left,181,78,no,4.29,41.89,8.65,51.01,0.47,2.41,1.62,0.35,2.5,46.51,13.953,26.32,3.02,53.85,4.41,1.91,13.93,2.15,21.18,75.07,4.35,68,6.15,6.32,18.68,0.52,16.68,0.14,0.87,1.8,54.84,2.03,40,0.7,0.64,2.09,75
